Ticker,Asset_Type,Snapshot_Date,Price,Price_Date,Volume,RSI_14,MACD,MACD_Signal,MACD_Hist,SMA_20,SMA_50,SMA_200,EMA_20,EMA_50,EMA_100,EMA_200,ATR_14,BB_PctB,BB_Width,VolRel10,VolRel20,Stoch_K,Stoch_D,Position_52w_Pct,RS_vs_SPY,Distance_to_EMA_20_pct,Distance_to_SMA_200_pct,TP_Dinamico,Vol_Dryup,Vol_Climax,BB_Squeeze,BB_Breakout,MACD_Cross_Up,Golden_Cross,SMA20_Cross_Up,Oversold,Overbought,Trend_Up,Breakout_Vol,TP_Agotamiento,Vol_Climax_Up,MACD_Divergence,Trend_Weakness,Overextended,Stoch_Extreme,Stop_Loss_Triggered,BUY_ZONE,ACC,REB,Currency,FX_Rate,Revenue,Net_Income,EPS_Raw,EPS_Local,EBITDA,Total_Assets,Total_Equity,Total_Debt,Cash,Operating_Income,Pretax_Income,Tax_Expense,Avg_Shares,Gross_Margin,Oper_Margin,Profit_Margin,EBITDA_Margin,Fiscal_Year,Period_End,Income_Currency,FX_Applied,Calc_roe,Calc_roa,Calc_roic,Calc_pe_ttm,Calc_pe_forward_est,Calc_pb,Calc_ev_ebitda,Calc_ev_sales,Calc_debt_equity,Calc_current_ratio,Calc_working_capital,Anomalies
DECK,stock,2026-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,USD,1.0,5527289000.0,1014840000.0,7.110980313843372,7.110980313843372,1326979000.0,3687765000.0,2499638000.0,375194000.0,1907249000.0,1252917000.0,1312340000.0,297500000.0,142714500.0,57.80379857105355,22.667839514090904,18.36053805038962,24.007773069220733,2027.0,2026-06-30,USD,False,0.405994788045309,0.2751910710145576,1.0013485721584248,12.587575277876317,11.251486696258636,5.11,8.47,2.03,0.1500993343836187,3.544972228924204,2046346000.0,roic=1.00 high (cash_heavy?)
DG,stock,2026-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,USD,1.0,43075355000.0,1564510000.0,7.105587353997463,7.105587353997463,3330428000.0,30963730000.0,8511962000.0,15718656000.0,1138501000.0,2266071000.0,2044361000.0,479851000.0,220180250.0,30.82707733923493,5.260713463649922,3.632030426679014,7.731632159502806,2027.0,2026-04-30,USD,False,0.1838013374589783,0.0505271813182714,0.0750983715412045,17.006335152859364,12.24844982404156,3.13,12.37,0.96,1.8466548605362665,1.1345567928218605,936668000.0,
DIS,stock,2026-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,USD,1.0,98861000000.0,8600000000.0,4.853957951178214,4.853957951178214,19035000000.0,197514000000.0,114612000000.0,44877000000.0,5695000000.0,15027000000.0,12750000000.0,3514000000.0,1771750000.0,37.59520943547,15.200129474717029,8.699082550247317,19.254306551622985,2026.0,2026-06-30,USD,False,0.0750357728684605,0.0435412173314296,0.0707793603207958,21.41551308139535,12.01989642060249,1.61,11.73,2.26,0.3915558580253376,0.7103506820443768,-9895000000.0,
DLO,stock,2026-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,USD,1.0,1212690000.0,192146000.0,0.6580721071313828,0.6580721071313828,255530000.0,1540964000.0,569429000.0,90283000.0,548099000.0,229425000.0,233270000.0,41099000.0,291983200.0,35.99938978634276,18.918684907107338,15.844609916796545,21.07133727498372,2026.0,2026-03-31,USD,False,0.3374362738813794,0.1246920758693908,1.6933819239946415,20.727211884816757,13.077737281383492,6.99,13.79,2.91,0.1585500562844533,1.4708999803294305,454847000.0,roic=1.69 high (cash_heavy?)
DOCU,stock,2026-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,USD,1.0,3286081000.0,315195000.0,1.5748647203721375,1.5748647203721375,467553000.0,4229550000.0,1917820000.0,185119000.0,866526000.0,349633000.0,391294000.0,76099000.0,200141000.0,79.39603436433855,10.639816851745286,9.59182077374234,14.228285912611405,2027.0,2026-04-30,USD,False,0.1643506689887476,0.0745221122814483,0.2277849282500323,38.10486019765542,,6.26,24.23,3.45,0.0965257427704372,0.7310150788856374,-548570000.0,
DPZ,stock,2026-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,USD,1.0,,,0.0,0.0,,1716459000.0,-3901142000.0,5048284000.0,125675000.0,,,129073000.0,33382032.0,,,,,2026.0,2026-06-30,USD,False,-0.0,0.0,0.0,,,,,,-1.294052869646888,1.6509718050075606,352580000.0,eps_negative (loss)
DUK,stock,2026-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUOL,stock,2026-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,USD,1.0,1145002000.0,410767000.0,8.830916236555781,8.830916236555781,172884000.0,1992182000.0,1347006000.0,93779000.0,1140467000.0,157085000.0,201868000.0,-208899000.0,46514652.0,72.71742756781211,13.719190010148456,35.874784498193016,15.099012927488335,2026.0,2026-06-30,USD,False,0.3049481591024836,0.2061894947349188,1.0643425367839292,15.81262875328349,3.5294753762099567,4.82,31.52,4.76,0.0696203283430066,2.606570286021177,885458000.0,roic=1.06 high (cash_heavy?)
DVA,stock,2026-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,USD,1.0,14009646000.0,847476000.0,12.376519726321478,12.376519726321478,2837560000.0,17480103000.0,1158438000.0,12874331000.0,700741000.0,2091175000.0,1467806000.0,303268000.0,68474500.0,32.35707740224129,14.926679803329792,6.049232079097502,20.254330480584592,2026.0,2026-06-30,USD,False,0.7315678525738969,0.04848232301606,0.1244454914377571,14.374800342428577,12.795723532867513,10.52,8.58,1.74,11.113526144687931,1.2916854732282628,916369000.0,
EC,stock,2026-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,COP,0.0003,29238250000.0,2561750000.0,1.2805768506743274,5122.307402697309,9770000000.0,70555000000.0,26684750000.0,27300000000.0,2626500000.0,6941500000.0,4692000000.0,1183750000.0,2000465648.0,32.572913905586006,23.74116097919677,8.761639290997238,33.415132574624,2026.0,2026-03-31,COP,False,0.0960005246442256,0.0363085536106583,0.1010591500764926,13.80627799939539,18.64864777882615,1.33,6.15,2.05,1.0230562399872587,1.548502057136235,4732750000.0,currency=COP verify_fx_handling
